epoch;loss;mse;val_loss;val_mse
30;1.4034237949545059e-07;1.4034237949545059e-07;1.1396244303796266e-07;1.1396244303796266e-07
31;1.403607967631615e-07;1.403607967631615e-07;1.1449367320892634e-07;1.1449367320892634e-07
32;1.4011267523983406e-07;1.4011267523983406e-07;1.1340313221808174e-07;1.1340313221808174e-07
33;1.4025606276391045e-07;1.4025606276391045e-07;1.1446824288441348e-07;1.1446824288441348e-07
34;1.3995658321164228e-07;1.3995658321164228e-07;1.1379455600035726e-07;1.1379455600035726e-07
35;1.39783750796596e-07;1.39783750796596e-07;1.1408052813521863e-07;1.1408052813521863e-07
36;1.3994046810239524e-07;1.3994046810239524e-07;1.2776401092651213e-07;1.2776401092651213e-07
37;1.3961930278583168e-07;1.3961930278583168e-07;1.1414389433639371e-07;1.1414389433639371e-07
38;1.4024523409261747e-07;1.4024523409261747e-07;1.3763852280135325e-07;1.3763852280135325e-07
39;1.4036143625162367e-07;1.4036143625162367e-07;1.1637276742249014e-07;1.1637276742249014e-07
40;1.4017027183399478e-07;1.4017027183399478e-07;1.1587286508074612e-07;1.1587286508074612e-07
41;1.4006357673679304e-07;1.4006357673679304e-07;1.1538435273905634e-07;1.1538435273905634e-07
42;1.396704476519517e-07;1.396704476519517e-07;1.1427849955225611e-07;1.1427849955225611e-07
43;1.4019192917658074e-07;1.4019192917658074e-07;1.1433679247829787e-07;1.1433679247829787e-07
44;1.3992625724768004e-07;1.3992625724768004e-07;1.144291417176646e-07;1.144291417176646e-07
45;1.39865932169414e-07;1.39865932169414e-07;1.1822004353234661e-07;1.1822004353234661e-07
46;1.3985007285555184e-07;1.3985007285555184e-07;1.1530803334380835e-07;1.1530803334380835e-07
47;1.4018121419212548e-07;1.4018121419212548e-07;1.279318837532628e-07;1.279318837532628e-07
48;1.3993152947477938e-07;1.3993152947477938e-07;1.1616836559369403e-07;1.1616836559369403e-07
49;1.3967328982289473e-07;1.3967328982289473e-07;1.1349771966706612e-07;1.1349771966706612e-07
50;1.3995831693591754e-07;1.3995831693591754e-07;1.1449687775666462e-07;1.1449687775666462e-07
51;1.3983985525101161e-07;1.3983985525101161e-07;1.177725437173649e-07;1.177725437173649e-07
52;1.3989493652388774e-07;1.3989493652388774e-07;1.1320525317159991e-07;1.1320525317159991e-07
53;1.4007676440996875e-07;1.4007676440996875e-07;1.1545380829147689e-07;1.1545380829147689e-07
54;1.3982140956159128e-07;1.3982140956159128e-07;1.1766646679234327e-07;1.1766646679234327e-07
55;1.3985109603709134e-07;1.3985109603709134e-07;1.1417257184120899e-07;1.1417257184120899e-07
56;1.401815978852028e-07;1.401815978852028e-07;1.1396571863997451e-07;1.1396571863997451e-07
57;1.4007515858338593e-07;1.4007515858338593e-07;1.1478215355964494e-07;1.1478215355964494e-07
58;1.4022737104824046e-07;1.4022737104824046e-07;1.1908541353022883e-07;1.1908541353022883e-07
59;1.4034151263331296e-07;1.4034151263331296e-07;1.1464118898629749e-07;1.1464118898629749e-07
60;1.3988044145207823e-07;1.3988044145207823e-07;1.155833828647701e-07;1.155833828647701e-07
61;1.40614503152392e-07;1.40614503152392e-07;1.1547963651992177e-07;1.1547963651992177e-07
62;1.400331655077025e-07;1.400331655077025e-07;1.1703178159905292e-07;1.1703178159905292e-07
63;1.3996637449054106e-07;1.3996637449054106e-07;1.1542879718717813e-07;1.1542879718717813e-07
64;1.4010061022418085e-07;1.4010061022418085e-07;1.1526886112278589e-07;1.1526886112278589e-07
65;1.3969189183171693e-07;1.3969189183171693e-07;1.1459901116950277e-07;1.1459901116950277e-07
66;1.3979185098378366e-07;1.3979185098378366e-07;1.4352980315379682e-07;1.4352980315379682e-07
67;1.4008789150921075e-07;1.4008789150921075e-07;1.23512705840767e-07;1.23512705840767e-07
68;1.399385638478634e-07;1.399385638478634e-07;1.1837468605335744e-07;1.1837468605335744e-07
69;1.4001786041717423e-07;1.4001786041717423e-07;1.1321186121904248e-07;1.1321186121904248e-07
70;1.398161089127825e-07;1.398161089127825e-07;1.1791365750468685e-07;1.1791365750468685e-07
71;1.3946176125045895e-07;1.3946176125045895e-07;1.1722239179334792e-07;1.1722239179334792e-07
72;1.400344586954816e-07;1.400344586954816e-07;1.1531314214607846e-07;1.1531314214607846e-07
73;1.398158246956882e-07;1.398158246956882e-07;1.1709527569792044e-07;1.1709527569792044e-07
74;1.396313820123396e-07;1.396313820123396e-07;1.1537940025618809e-07;1.1537940025618809e-07
75;1.395784607893802e-07;1.395784607893802e-07;1.2453048725546978e-07;1.2453048725546978e-07
76;1.3980312019157282e-07;1.3980312019157282e-07;1.1363257357288603e-07;1.1363257357288603e-07
77;1.3977806645470991e-07;1.3977806645470991e-07;1.1477511208113356e-07;1.1477511208113356e-07
78;1.4007049742303934e-07;1.4007049742303934e-07;1.1976754876741325e-07;1.1976754876741325e-07
79;1.3948907451322157e-07;1.3948907451322157e-07;1.1365035135213475e-07;1.1365035135213475e-07
80;1.3997514258790034e-07;1.3997514258790034e-07;1.1670768174099067e-07;1.1670768174099067e-07
81;1.4014946714269172e-07;1.4014946714269172e-07;1.1846849190533248e-07;1.1846849190533248e-07
82;1.3961337685941544e-07;1.3961337685941544e-07;1.1458924831231343e-07;1.1458924831231343e-07
83;1.396495150629562e-07;1.396495150629562e-07;1.155414039999414e-07;1.155414039999414e-07
84;1.3959790123863058e-07;1.3959790123863058e-07;1.138580643100795e-07;1.138580643100795e-07
85;1.3965221512535209e-07;1.3965221512535209e-07;1.1564661406282539e-07;1.1564661406282539e-07
86;1.3997133407883666e-07;1.3997133407883666e-07;1.137484630930885e-07;1.137484630930885e-07
87;1.3967243717161182e-07;1.3967243717161182e-07;1.1283310641374555e-07;1.1283310641374555e-07
88;1.3980968560645124e-07;1.3980968560645124e-07;1.1428796398149643e-07;1.1428796398149643e-07
89;1.3957858868707262e-07;1.3957858868707262e-07;1.1793940046800344e-07;1.1793940046800344e-07
90;1.3934304377016815e-07;1.3934304377016815e-07;1.1393515819690947e-07;1.1393515819690947e-07
91;1.4049278718175628e-07;1.4049278718175628e-07;1.1708058877957228e-07;1.1708058877957228e-07
92;1.3966065637305292e-07;1.3966065637305292e-07;1.1452482340246206e-07;1.1452482340246206e-07
93;1.3936308107531659e-07;1.3936308107531659e-07;1.1650362097270772e-07;1.1650362097270772e-07
94;1.398770450578013e-07;1.398770450578013e-07;1.318179414511178e-07;1.318179414511178e-07
95;1.397911404410479e-07;1.397911404410479e-07;1.1353827744642331e-07;1.1353827744642331e-07
96;1.399204165863921e-07;1.399204165863921e-07;1.1473574801357245e-07;1.1473574801357245e-07
97;1.3960247713384888e-07;1.3960247713384888e-07;1.1427906798644472e-07;1.1427906798644472e-07
98;1.3984792701648985e-07;1.3984792701648985e-07;1.1526727661248515e-07;1.1526727661248515e-07
99;1.400070885893001e-07;1.400070885893001e-07;1.1836468871706529e-07;1.1836468871706529e-07
100;1.3984120528220956e-07;1.3984120528220956e-07;1.1539812305727537e-07;1.1539812305727537e-07
101;1.3929019360148231e-07;1.3929019360148231e-07;1.142345098514852e-07;1.142345098514852e-07
102;1.3967283507554384e-07;1.3967283507554384e-07;1.1587880521801708e-07;1.1587880521801708e-07
103;1.398056355128574e-07;1.398056355128574e-07;1.1473034788878067e-07;1.1473034788878067e-07
104;1.397259836721787e-07;1.397259836721787e-07;1.1397050769801353e-07;1.1397050769801353e-07
105;1.396328741520847e-07;1.396328741520847e-07;1.1547595590855053e-07;1.1547595590855053e-07
106;1.396966382571918e-07;1.396966382571918e-07;1.1573802538578093e-07;1.1573802538578093e-07
107;1.4018417004990624e-07;1.4018417004990624e-07;1.1469346361536736e-07;1.1469346361536736e-07
108;1.4008772097895417e-07;1.4008772097895417e-07;1.1718325509946226e-07;1.1718325509946226e-07
109;1.39473485205599e-07;1.39473485205599e-07;1.2891955236682406e-07;1.2891955236682406e-07
110;1.3974903367852676e-07;1.3974903367852676e-07;1.1494913110254856e-07;1.1494913110254856e-07
111;1.399650244593431e-07;1.399650244593431e-07;1.154254007929012e-07;1.154254007929012e-07
112;1.395765991674125e-07;1.395765991674125e-07;1.1261408872087486e-07;1.1261408872087486e-07
113;1.3950301536169718e-07;1.3950301536169718e-07;1.1631016150204232e-07;1.1631016150204232e-07
114;1.3965349410227645e-07;1.3965349410227645e-07;1.1648409525832903e-07;1.1648409525832903e-07
115;1.395874562604149e-07;1.395874562604149e-07;1.1465522931075611e-07;1.1465522931075611e-07
116;1.3986907276830607e-07;1.3986907276830607e-07;1.1815007638915631e-07;1.1815007638915631e-07
117;1.3965882317279465e-07;1.3965882317279465e-07;1.1478133643549882e-07;1.1478133643549882e-07
118;1.398884563741376e-07;1.398884563741376e-07;1.1451381709548514e-07;1.1451381709548514e-07
119;1.3995028780300345e-07;1.3995028780300345e-07;1.1550067569032763e-07;1.1550067569032763e-07
120;1.396971924805257e-07;1.396971924805257e-07;1.1357628437735912e-07;1.1357628437735912e-07
121;1.3989627234423097e-07;1.3989627234423097e-07;1.1463849602932896e-07;1.1463849602932896e-07
122;1.3942558041435404e-07;1.3942558041435404e-07;1.1532626587040795e-07;1.1532626587040795e-07
123;1.39675321975119e-07;1.39675321975119e-07;1.1403589894598554e-07;1.1403589894598554e-07
124;1.3940370990894735e-07;1.3940370990894735e-07;1.1703937019547084e-07;1.1703937019547084e-07
125;1.4010770144068374e-07;1.4010770144068374e-07;1.1382785203295498e-07;1.1382785203295498e-07
126;1.3978538504488824e-07;1.3978538504488824e-07;1.1518638842744622e-07;1.1518638842744622e-07
127;1.400941016527213e-07;1.400941016527213e-07;1.1433544955252728e-07;1.1433544955252728e-07
128;1.3941337329015369e-07;1.3941337329015369e-07;1.3109092833474278e-07;1.3109092833474278e-07
129;1.3969007284231338e-07;1.3969007284231338e-07;1.1784764097910738e-07;1.1784764097910738e-07
130;1.3883125404845487e-07;1.3883125404845487e-07;1.1660925025580582e-07;1.1660925025580582e-07
131;1.4000634962485492e-07;1.4000634962485492e-07;1.2542257366021659e-07;1.2542257366021659e-07
132;1.3962797140720795e-07;1.3962797140720795e-07;1.1533153809750729e-07;1.1533153809750729e-07
133;1.394060973325395e-07;1.394060973325395e-07;1.2384980152546632e-07;1.2384980152546632e-07
134;1.3970856116429786e-07;1.3970856116429786e-07;1.1633480312411848e-07;1.1633480312411848e-07
135;1.394306821111968e-07;1.394306821111968e-07;1.1729087390222048e-07;1.1729087390222048e-07
136;1.3969601297958434e-07;1.3969601297958434e-07;1.1753519402191159e-07;1.1753519402191159e-07
137;1.3955484234884352e-07;1.3955484234884352e-07;1.1892259976775676e-07;1.1892259976775676e-07
138;1.398397415641739e-07;1.398397415641739e-07;1.1447910708284326e-07;1.1447910708284326e-07
139;1.3983201085920882e-07;1.3983201085920882e-07;1.1792549514666462e-07;1.1792549514666462e-07
140;1.3951330402051099e-07;1.3951330402051099e-07;1.142268502007937e-07;1.142268502007937e-07
141;1.3991987657391292e-07;1.3991987657391292e-07;1.1555982837307965e-07;1.1555982837307965e-07
142;1.3943026999641006e-07;1.3943026999641006e-07;1.1408872069296194e-07;1.1408872069296194e-07
143;1.3932276488048956e-07;1.3932276488048956e-07;1.1771471974952874e-07;1.1771471974952874e-07
144;1.3913623320149782e-07;1.3913623320149782e-07;1.42819047255216e-07;1.42819047255216e-07
145;1.3963523315396742e-07;1.3963523315396742e-07;1.274525942562832e-07;1.274525942562832e-07
146;1.3946052490609873e-07;1.3946052490609873e-07;1.1547099632025493e-07;1.1547099632025493e-07
147;1.3939651921646146e-07;1.3939651921646146e-07;1.261975342004007e-07;1.261975342004007e-07
148;1.3904407580866973e-07;1.3904407580866973e-07;1.1504803154593901e-07;1.1504803154593901e-07
149;1.397788054191551e-07;1.397788054191551e-07;1.1360710061580903e-07;1.1360710061580903e-07
